category,room,floor,gross,updated,price,location
Daire,5+1,Çatı Dubleks,130 m²,10 Eylül,25.000 TL,İzmir - Foça - Hacıveli Mh.
Daire,2+1,2. Kat,70 m²,10 Eylül,19.000 TL,İzmir - Buca - Çamlıpınar Mh.
Daire,2+1,Bahçe katı,80 m²,10 Eylül,17.000 TL,İzmir - Foça - Hacıveli Mh.
Daire,5+1,Çatı Dubleks,130 m²,10 Eylül,25.000 TL,İzmir - Foça - Hacıveli Mh.
Daire,1+1,Yüksek giriş,55 m²,10 Eylül,10.000 TL,İzmir - Urla - Kadıovacık Mh.
Daire,1+1,1. Kat,135 m²,10 Eylül,41.000 TL,İzmir - Bornova - Erzene Mh.
Daire,2+1,5. Kat,80 m²,10 Eylül,17.000 TL,İzmir - Karabağlar - Vatan Mh.
Daire,3+1,6. Kat,130 m²,10 Eylül,17.000 TL,İzmir - Torbalı - Ertuğrul Mh.
Daire,2+1,Bahçe katı,75 m²,10 Eylül,25.000 TL,İzmir - Urla - İskele Mh.
Daire,3+1,2. Kat,158 m²,10 Eylül,50.000 TL,İzmir - Gaziemir - Fatih Mh.
Daire,3+1,1. Kat,140 m²,10 Eylül,33.000 TL,İzmir - Gaziemir - Irmak Mh.
Daire,3+1,7. Kat,105 m²,28 Eylül,20.000 TL,İzmir - Bornova - Evka 4 Mh.
Daire,3+1,4. Kat,120 m²,10 Eylül,25.000 TL,İzmir - Buca - Akıncılar Mh.
Daire,2+1,Kot 1 (-1). Kat,120 m²,10 Eylül,35.000 TL,İzmir - Dikili - Çandarlı Mh.
Daire,3+1,4. Kat,110 m²,10 Eylül,20.000 TL,İzmir - Karşıyaka - Aksoy Mh.
Daire,1+1,2. Kat,52 m²,10 Eylül,14.000 TL,İzmir - Menemen - İnönü Mh.
Daire,2+1,5. Kat,80 m²,10 Eylül,22.000 TL,İzmir - Bornova - Barbaros Mh.
Daire,1+1,5. Kat,50 m²,10 Eylül,20.000 TL,İzmir - Bornova - Çınar Mh.
Daire,3+1,1. Kat,115 m²,10 Eylül,11.500 TL,İzmir - Karabağlar - Yurdoğlu Mh.
Daire,2+1,2. Kat,55 m²,21 Eylül,300 TL,İzmir - Buca - Adatepe Mh.
Daire,3+1,2. Kat,140 m²,23 Eylül,23.000 TL,İzmir - Karabağlar - Selvili Mh.
Daire,1+1,Kot 1 (-1). Kat,80 m²,10 Eylül,13.000 TL,İzmir - Bergama - Fatih Mh.
Daire,2+1,2. Kat,95 m²,10 Eylül,20.000 TL,İzmir - Foça - Mustafa Kemal Atatürk Mh.
Daire,2+1,2. Kat,95 m²,10 Eylül,20.000 TL,İzmir - Buca - Fırat Mh.
Villa,3+1,,200 m²,10 Eylül,37.500 TL,İzmir - Menderes - Çukuraltı Mh.
Daire,3+1,2. Kat,135 m²,27 Eylül,18.200 TL,İzmir - Torbalı - Ayrancılar Mh.
Daire,4+1,15. Kat,220 m²,7 Ekim,66.000 TL,İzmir - Bornova - Yeşilova Mh.
Daire,3+1,3. Kat,140 m²,4 Ekim,25.000 TL,İzmir - Seferihisar - Sığacık Mh.
Daire,3+1,Yüksek giriş,130 m²,10 Eylül,17.500 TL,İzmir - Torbalı - Tepeköy Mh.
Daire,2+1,4. Kat,110 m²,9 Eylül,15.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,4+1,3. Kat,180 m²,4 Ekim,60.000 TL,İzmir - Menderes - Görece Cumhuriyet Mh.
Daire,3+1,3. Kat,165 m²,4 Ekim,25.000 TL,İzmir - Menderes - Kemalpaşa Mh.
Daire,2+1,3. Kat,70 m²,4 Ekim,21.500 TL,İzmir - Menderes - Cüneytbey Mh.
Daire,1+1,Kot 2 (-2). Kat,50 m²,4 Ekim,16.500 TL,İzmir - Menderes - Cüneytbey Mh.
Daire,1+1,2. Kat,65 m²,10 Eylül,15.500 TL,İzmir - Menemen - Gölcük Mh.
Daire,1+1,Yüksek giriş,80 m²,26 Eylül,10.000 TL,İzmir - Gaziemir - Aktepe Mh.
Daire,2+1,Yüksek giriş,100 m²,9 Ekim,16.000 TL,İzmir - Karabağlar - Sarıyer Mh.
Daire,2+1,2. Kat,75 m²,9 Eylül,20.000 TL,İzmir - Karabağlar - Bozyaka Mh.
Daire,3+1,3. Kat,120 m²,2 Ekim,38.000 TL,İzmir - Karabağlar - Bahçelievler Mh.
Daire,2+1,3. Kat,95 m²,9 Eylül,20.000 TL,İzmir - Konak - Atilla Mh.
Daire,3+1,2. Kat,140 m²,9 Eylül,30.000 TL,İzmir - Karabağlar - Esenyalı Mh.
Daire,1+1,3. Kat,65 m²,25 Eylül,17.000 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,1+1,Bahçe katı,55 m²,9 Eylül,15.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,Düz Giriş (Zemin),80 m²,26 Eylül,16.000 TL,İzmir - Bornova - Evka 4 Mh.
Daire,2+1,1. Kat,85 m²,9 Eylül,20.000 TL,İzmir - Karabağlar - Muammer Akar Mh.
Daire,2+1,1. Kat,65 m²,26 Eylül,17.500 TL,İzmir - Buca - Adatepe Mh.
Daire,1+1,2. Kat,60 m²,2 Ekim,17.000 TL,İzmir - Çiğli - Uğur Mumcu Mh.
Daire,2+1,3. Kat,85 m²,9 Eylül,30.000 TL,İzmir - Menderes - Çukuraltı Mh.
Daire,3+1,4. Kat,120 m²,8 Ekim,20.000 TL,İzmir - Çiğli - Cumhuriyet Mh.
Daire,2+2,5. Kat,150 m²,9 Eylül,25.000 TL,İzmir - Konak - Murat Reis Mh.
Daire,2+1,Yüksek giriş,120 m²,26 Eylül,18.000 TL,İzmir - Torbalı - Muratbey Mh.
Daire,2+1,2. Kat,116 m²,5 Ekim,19.000 TL,İzmir - Bergama - Gaziosmanpaşa Mh.
Daire,3+1,3. Kat,110 m²,9 Eylül,25.000 TL,İzmir - Konak - Göztepe Mh.
Daire,2+1,Yüksek giriş,100 m²,9 Eylül,22.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,3+1,4. Kat,165 m²,18 Eylül,25.000 TL,İzmir - Buca - Güven Mh.
Daire,3+1,3. Kat,130 m²,9 Eylül,20.000 TL,İzmir - Menderes - Kasımpaşa Mh.
Daire,1.5+1,Kot 1 (-1). Kat,70 m²,9 Eylül,16.500 TL,İzmir - Buca - Yaylacık Mh.
Daire,3+1,3. Kat,120 m²,9 Eylül,18.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,2+1,3. Kat,100 m²,9 Eylül,10.000 TL,İzmir - Menemen - Atatürk Mh.
Daire,2+1,Yüksek giriş,95 m²,9 Eylül,14.000 TL,İzmir - Menemen - Irmak Mh.
Daire,3+1,6. Kat,120 m²,9 Eylül,18.500 TL,İzmir - Menemen - Atatürk Mh.
Daire,1+1,3. Kat,75 m²,9 Ekim,150 TL,İzmir - Buca - İnkılap Mh.
Daire,1+1,3. Kat,75 m²,1 Ekim,300 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,2. Kat,65 m²,9 Eylül,18.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,2+1,2. Kat,75 m²,8 Eylül,20.000 TL,İzmir - Buca - Dumlupınar Mh.
Daire,3+1,8. Kat,140 m²,9 Eylül,24.000 TL,İzmir - Buca - Atatürk Mh.
Daire,1+1,4. Kat,55 m²,8 Eylül,19.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,1. Kat,135 m²,8 Eylül,40.000 TL,İzmir - Karşıyaka - Yalı Mh.
Daire,1+1,3. Kat,65 m²,5 Ekim,15.000 TL,İzmir - Bornova - Mevlana Mh.
Daire,2+1,Düz Giriş (Zemin),70 m²,5 Ekim,15.000 TL,İzmir - Bornova - Erzene Mh.
Daire,1+1,1. Kat,70 m²,5 Ekim,15.000 TL,İzmir - Bornova - İnönü Mh.
Daire,2+1,5. Kat,160 m²,21 Eylül,20.000 TL,İzmir - Bornova - Ümit Mh.
Daire,2+1,Düz Giriş (Zemin),90 m²,8 Eylül,25.000 TL,İzmir - Karabağlar - Gülyaka Mh.
Daire,1+1,4. Kat,100 m²,8 Eylül,11.000 TL,İzmir - Karabağlar - Bahçelievler Mh.
Daire,3+1,4. Kat,175 m²,8 Ekim,20.000 TL,İzmir - Bergama - Fatih Mh.
Daire,3+1,2. Kat,130 m²,9 Ekim,21.500 TL,İzmir - Menderes - Mithatpaşa Mh.
Daire,7+1,Bahçe dublex,300 m²,9 Ekim,55.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,2+1,1. Kat,150 m²,8 Eylül,18.000 TL,İzmir - Buca - Çamlıkule Mh.
Daire,1+1,1. Kat,50 m²,8 Eylül,17.500 TL,İzmir - Buca - Çamlıkule Mh.
Daire,2+1,Düz Giriş (Zemin),100 m²,8 Eylül,15.000 TL,İzmir - Buca - Çamlıkule Mh.
Daire,1+1,Yüksek giriş,45 m²,8 Ekim,15.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,2. Kat,130 m²,8 Eylül,18.000 TL,İzmir - Karabağlar - Selvili Mh.
Daire,1+1,2. Kat,55 m²,9 Ekim,22.000 TL,İzmir - Bornova - Mevlana Mh.
Daire,3+1,9. Kat,125 m²,25 Eylül,22.000 TL,İzmir - Menemen - 30 Ağustos Mh.
Daire,1+1,2. Kat,85 m²,8 Eylül,23.000 TL,İzmir - Çeşme - 16 Eylül Mh.
Daire,3+1,2. Kat,140 m²,8 Eylül,25.000 TL,İzmir - Çiğli - İnönü Mh.
Daire,3+1,4. Kat,144 m²,3 Ekim,18.500 TL,İzmir - Menemen - Atatürk Mh.
Daire,3+1,3. Kat,140 m²,8 Eylül,20.000 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,Yüksek giriş,115 m²,16 Eylül,18.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,Yüksek giriş,95 m²,7 Eylül,15.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,1+1,Yüksek giriş,48 m²,7 Eylül,5.000 TL,İzmir - Çiğli - Güzeltepe Mh.
Daire,2+1,Yüksek giriş,95 m²,7 Eylül,13.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,1. Kat,200 m²,16 Eylül,37.000 TL,İzmir - Karşıyaka - Tersane Mh.
Daire,1+1,3. Kat,75 m²,20 Eylül,450 TL,İzmir - Buca - İnkılap Mh.
Daire,2+1,Düz Giriş (Zemin),90 m²,16 Eylül,12.000 TL,İzmir - Bornova - Çınar Mh.
Villa,3+1,,320 m²,27 Eylül,30.000 TL,İzmir - Çeşme - Ilıca Mh.
Daire,1+1,2. Kat,100 m²,10 Eylül,35.000 TL,İzmir - Urla - Denizli Mh.
Daire,2+1,1. Kat,95 m²,7 Eylül,13.000 TL,İzmir - Buca - İnönü Mh.
Daire,1+1,2. Kat,45 m²,25 Eylül,15.000 TL,İzmir - Buca - Menderes Mh.
Daire,3+1,4. Kat,170 m²,25 Eylül,25.000 TL,İzmir - Buca - Dumlupınar Mh.
Daire,2+1,Müstakil,100 m²,25 Eylül,22.000 TL,İzmir - Buca - Vali Rahmi Bey Mh.
Daire,2+1,3. Kat,90 m²,8 Eylül,15.000 TL,İzmir - Torbalı - Torbalı Mh.
Daire,1+1,1. Kat,45 m²,21 Eylül,16.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,3+1,4. Kat,135 m²,7 Eylül,26.000 TL,İzmir - Menemen - Esatpaşa Mh.
Villa,3+1,,150 m²,9 Ekim,60.000 TL,İzmir - Urla - Kalabak Mh.
Daire,3+1,3. Kat,130 m²,16 Eylül,34.000 TL,İzmir - Karabağlar - Basın Sitesi Mh.
Daire,3+1,Bahçe katı,120 m²,3 Ekim,21.000 TL,İzmir - Seferihisar - Çolak İbrahim Bey Mh.
Daire,1+1,3. Kat,70 m²,8 Eylül,15.500 TL,İzmir - Seferihisar - Çolak İbrahim Bey Mh.
Daire,2+1,1. Kat,80 m²,12 Eylül,15.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,8. Kat,90 m²,8 Eylül,25.000 TL,İzmir - Karşıyaka - İmbatlı Mh.
Daire,3+1,5. Kat,135 m²,8 Eylül,21.000 TL,İzmir - Bayraklı - Postacılar Mh.
Daire,2+0,Yüksek giriş,65 m²,7 Eylül,35.000 TL,İzmir - Urla - Kalabak Mh.
Daire,2+1,Kot 2 (-2). Kat,85 m²,8 Ekim,18.000 TL,İzmir - Bayraklı - Gümüşpala Mh.
Daire,1+1,Yüksek giriş,50 m²,7 Eylül,22.500 TL,İzmir - Urla - Kalabak Mh.
Daire,3+1,2. Kat,130 m²,8 Ekim,25.000 TL,İzmir - Balçova - Teleferik Mh.
Daire,1+1,Kot 2 (-2). Kat,55 m²,8 Ekim,15.000 TL,İzmir - Çiğli - Ahmet Efendi Mh.
Daire,3+1,11. Kat,141 m²,9 Ekim,48.000 TL,İzmir - Narlıdere - Ilıca Mh.
Daire,2+1,5. Kat,75 m²,7 Eylül,18.000 TL,İzmir - Buca - Çağdaş Mh.
Daire,1+1,2. Kat,55 m²,23 Eylül,17.500 TL,İzmir - Seferihisar - Hıdırlık Mh.
Müstakil Ev,3+1,,110 m²,5 Ekim,25.000 TL,İzmir - Buca - Murathan Mh.
Daire,2+1,2. Kat,115 m²,3 Ekim,23.000 TL,İzmir - Dikili - Gazipaşa Mh.
Daire,1+1,2. Kat,55 m²,8 Eylül,16.000 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,3. Kat,120 m²,8 Eylül,25.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,2+1,Düz Giriş (Zemin),100 m²,8 Eylül,20.000 TL,İzmir - Buca - Adatepe Mh.
Daire,2+1,2. Kat,95 m²,8 Eylül,18.000 TL,İzmir - Buca - Mustafa Kemal Mh.
Daire,2+0,Düz Giriş (Zemin),50 m²,9 Ekim,13.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,1+1,3. Kat,50 m²,3 Ekim,18.000 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,Yüksek giriş,100 m²,12 Eylül,18.000 TL,İzmir - Menemen - Esatpaşa Mh.
Daire,2+1,2. Kat,110 m²,7 Eylül,10.000 TL,İzmir - Karabağlar - Selvili Mh.
Daire,2+1,3. Kat,120 m²,7 Eylül,13.000 TL,İzmir - Karabağlar - Selvili Mh.
Daire,3+1,6. Kat,120 m²,6 Ekim,20.000 TL,İzmir - Balçova - Teleferik Mh.
Daire,3+1,2. Kat,125 m²,8 Eylül,26.000 TL,İzmir - Karabağlar - Üçkuyular Mh.
Daire,3+1,4. Kat,105 m²,6 Ekim,27.500 TL,İzmir - Balçova - Teleferik Mh.
Daire,2+1,3. Kat,70 m²,17 Eylül,23.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,1+1,Kot 1 (-1). Kat,55 m²,10 Eylül,10.000 TL,İzmir - Bayraklı - Osmangazi Mh.
Daire,2+1,Bahçe katı,115 m²,6 Ekim,45.000 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,2+0,Düz Giriş (Zemin),75 m²,9 Ekim,13.000 TL,İzmir - Buca - Kozağaç Mh.
Daire,2+1,2. Kat,100 m²,9 Eylül,27.000 TL,İzmir - Karabağlar - Bahçelievler Mh.
Daire,2+1,1. Kat,90 m²,7 Eylül,150.000 TL,İzmir - Çeşme - Ilıca Mh.
Daire,1+1,6. Kat,50 m²,7 Eylül,22.000 TL,İzmir - Çiğli - Esentepe Mh.
Daire,2+1,3. Kat,70 m²,7 Eylül,13.500 TL,İzmir - Menemen - Gazi Mh.
Daire,1+1,2. Kat,50 m²,7 Eylül,11.000 TL,İzmir - Menemen - Gazi Mh.
Daire,1+1,2. Kat,70 m²,7 Eylül,35.500 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,1+1,Yüksek giriş,80 m²,10 Eylül,23.000 TL,İzmir - Kemalpaşa - Ören 75.yıl Cumhuriyet Mh.
Daire,1+1,4. Kat,70 m²,7 Eylül,17.000 TL,İzmir - Kemalpaşa - Ören 75.yıl Cumhuriyet Mh.
Daire,2+1,Düz Giriş (Zemin),90 m²,7 Eylül,18.000 TL,İzmir - Bayraklı - Mansuroğlu Mh.
Daire,1+1,1. Kat,45 m²,7 Eylül,15.500 TL,İzmir - Menemen - 85. Yıl Cumhuriyet Mh.
Daire,2+1,3. Kat,110 m²,7 Eylül,13.000 TL,İzmir - Bergama - İnkılap Mh.
Villa,3+1,,140 m²,7 Eylül,65.000 TL,İzmir - Çeşme - Reisdere Mh.
Daire,1+1,2. Kat,55 m²,7 Eylül,23.000 TL,İzmir - Bornova - Mevlana Mh.
Daire,1+1,3. Kat,75 m²,20 Eylül,450 TL,İzmir - Buca - İnkılap Mh.
Daire,3+1,11. Kat,145 m²,7 Eylül,48.000 TL,İzmir - Narlıdere - Ilıca Mh.
Daire,4+1,2. Kat,130 m²,6 Eylül,22.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,3+1,5. Kat,122 m²,6 Eylül,25.000 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,2. Kat,140 m²,6 Eylül,25.000 TL,İzmir - Menderes - Barbaros Mh.
Daire,1+1,3. Kat,50 m²,6 Eylül,16.500 TL,İzmir - Buca - Kuruçeşme Mh.
Daire,1+1,2. Kat,50 m²,6 Eylül,15.500 TL,İzmir - Buca - Atatürk Mh.
Daire,3+1,4. Kat,160 m²,6 Eylül,25.000 TL,İzmir - Buca - Adatepe Mh.
Daire,3+0,3. Kat,122 m²,6 Eylül,12.000 TL,İzmir - Çiğli - Şirintepe Mh.
Daire,3+1,4. Kat,120 m²,6 Eylül,30.000 TL,İzmir - Bornova - Evka 3 Mh.
Daire,3+1,Bahçe katı,105 m²,7 Eylül,15.000 TL,İzmir - Konak - Kahramanlar Mh.
Daire,3+1,3. Kat,175 m²,6 Eylül,20.000 TL,İzmir - Buca - Adatepe Mh.
Daire,1 Oda,Düz Giriş (Zemin),110 m²,8 Ekim,23.000 TL,İzmir - Buca - Göksu Mh.
Daire,3+1,5. Kat,135 m²,21 Eylül,20.000 TL,İzmir - Buca - Yıldız Mh.
Daire,1+1,2. Kat,55 m²,6 Eylül,12.500 TL,İzmir - Menemen - 85. Yıl Cumhuriyet Mh.
Daire,1+1,2. Kat,45 m²,9 Ekim,15.000 TL,İzmir - Buca - Yaylacık Mh.
Daire,3+1,2. Kat,120 m²,6 Eylül,20.000 TL,İzmir - Buca - Göksu Mh.
Daire,1+1,Kot 2 (-2). Kat,65 m²,6 Eylül,13.000 TL,İzmir - Buca - Adatepe Mh.
Daire,1+1,Yüksek giriş,65 m²,6 Eylül,18.500 TL,İzmir - Buca - Çamlıkule Mh.
Daire,3+1,6. Kat,140 m²,6 Eylül,40.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,1+1,4. Kat,65 m²,6 Eylül,33.000 TL,İzmir - Bornova - Kazımdirik Mh.
Daire,3+1,Düz Giriş (Zemin),130 m²,6 Eylül,25.000 TL,İzmir - Buca - Atatürk Mh.
Daire,1+1,1. Kat,49 m²,18 Eylül,16.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,2+1,Kot 2 (-2). Kat,80 m²,29 Eylül,18.000 TL,İzmir - Balçova - Eğitim Mh.
Daire,2+1,3. Kat,85 m²,6 Eylül,25.000 TL,İzmir - Konak - Kılıç Reis Mh.
Daire,2+1,2. Kat,120 m²,6 Eylül,25.000 TL,İzmir - Buca - Vali Rahmi Bey Mh.
Daire,3+1,4. Kat,150 m²,6 Eylül,17.000 TL,İzmir - Torbalı - Torbalı Mh.
Daire,3+1,Yüksek giriş,145 m²,7 Eylül,13.000 TL,İzmir - Torbalı - Torbalı Mh.
Daire,1+1,1. Kat,47 m²,18 Eylül,15.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,1+1,3. Kat,75 m²,6 Eylül,22.000 TL,İzmir - Karabağlar - Adnan Süvari Mh.
Daire,2+1,3. Kat,100 m²,28 Eylül,20.000 TL,İzmir - Karabağlar - Gülyaka Mh.
Daire,3+1,Yüksek giriş,120 m²,1 Ekim,23.000 TL,İzmir - Bornova - Kızılay Mh.
Daire,1+1,Bahçe katı,95 m²,6 Eylül,18.000 TL,İzmir - Seferihisar - Mersin Alanı Mh.
Daire,1+1,3. Kat,55 m²,7 Ekim,20.000 TL,İzmir - Buca - Yıldız Mh.
Daire,1+1,4. Kat,50 m²,6 Eylül,27.500 TL,İzmir - Bornova - Erzene Mh.
Daire,2+1,3. Kat,110 m²,6 Eylül,21.500 TL,İzmir - Bornova - Atatürk Mh.
Daire,2+1,3. Kat,120 m²,6 Eylül,35.000 TL,İzmir - Balçova - Çetin Emeç Mh.
Daire,1+1,Yüksek giriş,44 m²,18 Eylül,14.000 TL,İzmir - Çiğli - Balatçık Mh.
Daire,3+1,1. Kat,140 m²,6 Eylül,25.000 TL,İzmir - Buca - Atatürk Mh.
Daire,4+1,3. Kat,160 m²,6 Eylül,23.000 TL,İzmir - Buca - Mustafa Kemal Mh.
Daire,2+1,5. Kat,110 m²,6 Eylül,14.500 TL,İzmir - Çiğli - Ataşehir Mh.
Daire,3+1,6. Kat,170 m²,7 Ekim,50.000 TL,İzmir - Bayraklı - Mansuroğlu Mh.
Daire,3+1,5. Kat,145 m²,6 Eylül,28.000 TL,İzmir - Bayraklı - Manavkuyu Mh.
Daire,4.5+1,3. Kat,200 m²,6 Eylül,75.000 TL,İzmir - Konak - Alsancak Mh.
Daire,2+1,Çatı katı,130 m²,6 Eylül,25.000 TL,İzmir - Urla - Zeytinalanı Mh.
Daire,3+1,2. Kat,130 m²,6 Eylül,35.000 TL,İzmir - Urla - Zeytinalanı Mh.
Daire,3+1,2. Kat,130 m²,20 Eylül,30.000 TL,İzmir - Karşıyaka - Zübeyde Hanım Mh.
Daire,3+1,2. Kat,135 m²,20 Eylül,30.000 TL,İzmir - Bayraklı - Soğukkuyu Mh.
Müstakil Ev,2+1,,85 m²,20 Eylül,13.000 TL,İzmir - Bayraklı - Emek Mh.
Daire,1+1,2. Kat,50 m²,20 Eylül,11.000 TL,İzmir - Menemen - İnönü Mh.
Daire,3+1,7. Kat,135 m²,21 Eylül,36.000 TL,İzmir - Karşıyaka - Demirköprü Mh.
Daire,3+1,1. Kat,127 m²,8 Ekim,17.500 TL,İzmir - Menemen - 30 Ağustos Mh.
Daire,1+1,4. Kat,70 m²,7 Ekim,25.000 TL,İzmir - Narlıdere - Narlı Mh.
Daire,2+1,Düz Giriş (Zemin),80 m²,12 Eylül,12.000 TL,İzmir - Karabağlar - Ali Fuat Cebesoy Mh.
Daire,3+1,2. Kat,130 m²,5 Eylül,25.000 TL,İzmir - Çiğli - Küçük Çiğli Mh.
Daire,2+1,3. Kat,105 m²,5 Eylül,14.000 TL,İzmir - Menemen - Gölcük Mh.
Daire,1+1,1. Kat,65 m²,30 Eylül,15.000 TL,İzmir - Buca - Yıldız Mh.
Daire,2+1,2. Kat,100 m²,20 Eylül,20.000 TL,İzmir - Konak - Çankaya Mh.
Daire,3+1,Yüksek giriş,140 m²,12 Eylül,27.000 TL,İzmir - Karşıyaka - Dedebaşı Mh.
Daire,2+1,Kot 2 (-2). Kat,85 m²,7 Ekim,15.000 TL,İzmir - Aliağa - Yeni Mh.
Daire,2+1,2. Kat,100 m²,5 Eylül,60.000 TL,İzmir - Narlıdere - Limanreis Mh.
Daire,3+1,7. Kat,130 m²,5 Eylül,22.000 TL,İzmir - Konak - Piri Reis Mh.
